2022-02-04 00:00:30 UTC,3953131520,1680821104,237,245,9,17,20,11,14,0,0,0
2022-02-04 00:01:30 UTC,3969908736,1582720800,237,245,9,17,16,11,14,0,0,0
2022-02-04 00:02:32 UTC,3894411264,698767408,237,245,9,17,9,11,14,0,0,0
2022-02-04 00:03:32 UTC,4011327488,1318904904,237,245,9,17,14,11,14,0,0,0
2022-02-04 00:04:35 UTC,3963092992,2617832208,237,245,9,17,26,11,14,0,0,0
2022-02-04 00:05:35 UTC,3998744576,2932042720,237,245,9,17,12,11,14,0,0,0
2022-02-04 00:06:37 UTC,3902799872,2476174976,237,245,9,17,8,11,14,0,0,0
2022-02-04 00:07:38 UTC,3942121472,2036054008,237,245,9,17,8,11,14,0,0,0
2022-02-04 00:08:38 UTC,3956801536,1495690264,237,245,9,17,18,11,14,0,0,0
2022-02-04 00:09:39 UTC,3962044416,1906137312,237,245,9,17,9,11,14,0,0,0
2022-02-04 00:10:40 UTC,3942121472,622344648,237,245,9,17,7,11,14,0,0,0
2022-02-04 00:11:40 UTC,3962044416,1059842784,237,245,9,17,7,11,14,0,0,0
2022-02-04 00:12:40 UTC,3963092992,963650928,237,245,9,17,8,11,14,0,0,0
2022-02-04 00:13:41 UTC,4002938880,949341400,237,245,9,17,25,11,14,0,0,0
2022-02-04 00:14:42 UTC,3975675904,940323768,237,245,9,17,31,11,14,0,0,0
2022-02-04 00:15:42 UTC,3969908736,2435875280,237,245,9,17,28,11,14,0,0,0
2022-02-04 00:16:43 UTC,3925868544,1739169024,237,245,9,17,14,11,14,0,0,0
2022-02-04 00:17:43 UTC,3947888640,1398296456,237,245,9,17,4,11,14,0,0,0
2022-02-04 00:18:44 UTC,3937402880,1345224312,237,245,9,17,22,11,14,0,0,0
2022-02-04 00:19:45 UTC,3974103040,1257028288,237,245,9,17,25,11,14,0,0,0
2022-02-04 00:20:45 UTC,3955228672,1121250832,237,245,9,17,13,11,14,0,0,0
2022-02-04 00:21:45 UTC,3987210240,711924536,237,245,9,17,26,11,14,0,0,0
2022-02-04 00:22:49 UTC,3921149952,2446265128,237,245,9,17,15,11,14,0,0,0
2022-02-04 00:23:49 UTC,3990355968,2862412752,237,245,9,17,8,11,14,0,0,0
2022-02-04 00:24:54 UTC,3960995840,2626142528,237,245,9,17,15,11,14,0,0,0
2022-02-04 00:25:54 UTC,3960995840,2605271128,237,245,9,17,16,11,14,0,0,0
2022-02-04 00:26:56 UTC,3976200192,2407642640,237,245,9,17,67,11,14,0,0,0
2022-02-04 00:27:57 UTC,3960471552,2542258464,237,245,9,17,7,11,14,0,0,0
2022-02-04 00:28:58 UTC,3998744576,1748556864,237,245,9,17,5,11,14,0,0,0
2022-02-04 00:29:58 UTC,3999793152,464104840,237,245,9,17,10,11,14,0,0,0
2022-02-04 00:30:59 UTC,3941072896,2170375568,237,245,9,17,11,11,14,0,0,0
2022-02-04 00:31:59 UTC,3912761344,2402197856,237,245,9,17,13,11,14,0,0,0
2022-02-04 00:32:59 UTC,3972530176,2220574840,237,245,9,17,10,11,14,0,0,0
2022-02-04 00:34:02 UTC,3968860160,1562418840,237,245,9,17,11,11,14,0,0,0
2022-02-04 00:35:03 UTC,3988783104,1792629000,237,245,9,17,17,11,14,0,0,0
2022-02-04 00:36:03 UTC,3957325824,1591542096,237,245,9,17,30,11,14,0,0,0
2022-02-04 00:37:04 UTC,3980394496,1935417440,237,245,9,17,12,11,14,0,0,0
2022-02-04 00:38:04 UTC,3949461504,2237523520,237,245,9,17,45,11,14,0,0,0
2022-02-04 00:39:09 UTC,3990880256,1689250320,237,245,9,17,9,11,14,0,0,0
2022-02-04 00:40:09 UTC,3956277248,833556048,237,245,9,17,31,11,14,0,0,0
2022-02-04 00:41:10 UTC,3933732864,2658590872,237,245,9,17,39,11,14,0,0,0
2022-02-04 00:42:11 UTC,3985113088,2903484360,237,245,9,17,23,11,14,0,0,0
2022-02-04 00:43:12 UTC,3967811584,2769524344,237,245,9,17,23,11,14,0,0,0
2022-02-04 00:44:13 UTC,3976724480,1366796280,237,245,9,17,0,11,14,0,0,0
2022-02-04 00:45:14 UTC,3949985792,460465208,237,245,9,17,12,11,14,0,0,0
2022-02-04 00:46:16 UTC,3982491648,2674416000,237,245,9,17,210,11,14,0,0,0
2022-02-04 00:47:17 UTC,3956801536,1846899408,237,245,9,17,13,11,14,0,0,0
2022-02-04 00:48:18 UTC,3948412928,2044903624,237,245,9,17,19,11,14,0,0,0
2022-02-04 00:49:21 UTC,3995598848,2881399408,237,245,9,17,7,11,14,0,0,0
2022-02-04 00:50:22 UTC,3954180096,1037062224,237,245,9,17,33,11,14,0,0,0
2022-02-04 00:51:23 UTC,3871866880,1146319392,237,245,9,17,292,11,14,0,0,0
2022-02-04 00:52:24 UTC,3980394496,528263032,237,245,9,17,1,11,14,0,0,0
2022-02-04 00:53:28 UTC,3982491648,2500136952,237,245,9,17,16,11,14,0,0,0
2022-02-04 00:54:32 UTC,3936878592,2183588672,237,245,9,17,6,11,14,0,0,0
2022-02-04 00:55:32 UTC,3977248768,1248254072,237,245,9,17,16,11,14,0,0,0
2022-02-04 00:56:33 UTC,3988258816,1202767616,237,245,9,17,15,11,14,0,0,0
2022-02-04 00:57:33 UTC,3976724480,1355116856,237,245,9,17,7,11,14,0,0,0
2022-02-04 00:58:33 UTC,3985637376,1597545792,237,245,9,17,255,11,14,0,0,0
2022-02-04 00:59:34 UTC,3940548608,2229520176,237,245,9,17,8,11,14,0,0,0
2022-02-04 01:00:36 UTC,3974103040,2362758544,237,245,9,17,10,11,14,0,0,0
2022-02-04 01:01:36 UTC,3929014272,2276619000,237,245,9,17,8,11,14,0,0,0
2022-02-04 01:02:36 UTC,3974103040,2296451024,237,245,9,17,8,11,14,0,0,0
2022-02-04 01:03:41 UTC,3941597184,2366680688,237,245,9,17,36,11,14,0,0,0
2022-02-04 01:04:41 UTC,3956277248,2134649176,237,245,9,17,442,11,14,0,0,0
2022-02-04 01:05:42 UTC,3953131520,1063912056,237,245,9,17,11,11,14,0,0,0
2022-02-04 01:06:43 UTC,4000317440,1247563112,237,245,9,17,25,11,14,0,0,0
2022-02-04 01:07:44 UTC,3920625664,1316812304,237,245,9,17,4,11,14,0,0,0
2022-02-04 01:08:45 UTC,3759144960,1266946704,237,245,9,17,4,11,14,0,0,0
2022-02-04 01:09:45 UTC,3990355968,2086712192,237,245,9,17,5,11,14,0,0,0
2022-02-04 01:10:46 UTC,3907518464,2456476040,237,245,9,17,36,11,14,0,0,0
