2022-02-04 00:00:57 UTC,4272947200,2865907664,732,756,4,2739,4,0,4,0,0,0
2022-02-04 00:01:57 UTC,4273995776,3660933088,732,756,4,2739,3,0,4,0,0,0
2022-02-04 00:02:57 UTC,4273995776,3593182600,732,756,4,2739,2,0,4,0,0,0
2022-02-04 00:03:57 UTC,4273995776,3524691704,732,756,4,2739,3,0,4,0,0,0
2022-02-04 00:04:57 UTC,4273995776,3452715976,732,756,4,2739,2,0,4,0,0,0
2022-02-04 00:05:57 UTC,4273995776,3388989456,731,756,4,2739,4,0,4,0,0,0
2022-02-04 00:06:57 UTC,4273995776,2798333296,732,756,4,2739,8,0,4,0,0,0
2022-02-04 00:07:57 UTC,4273995776,2722792440,732,756,4,2739,14,0,4,0,0,0
2022-02-04 00:08:57 UTC,4273995776,2655507168,732,756,4,2739,3,0,4,0,0,0
2022-02-04 00:09:57 UTC,4273995776,2587674400,731,756,4,2739,3,0,4,0,0,0
2022-02-04 00:10:57 UTC,4273995776,2515758232,732,756,4,2739,4,0,4,0,0,0
2022-02-04 00:11:57 UTC,4274520064,3316779872,731,756,4,2739,2,0,4,0,0,0
2022-02-04 00:12:57 UTC,4274520064,3248615112,732,756,4,2739,2,0,4,0,0,0
2022-02-04 00:13:57 UTC,4274520064,3175684072,732,756,4,2739,2,0,4,0,0,0
2022-02-04 00:14:57 UTC,4274520064,3108217272,732,756,4,2739,3,0,4,0,0,0
2022-02-04 00:15:57 UTC,4274520064,3041687328,732,756,4,2739,4,0,4,0,0,0
2022-02-04 00:16:57 UTC,4274520064,2462433472,732,756,4,2739,3,0,4,0,0,0
2022-02-04 00:17:57 UTC,4274520064,2389632632,732,756,4,2739,16,0,4,0,0,0
2022-02-04 00:18:57 UTC,4273995776,3704499200,732,756,4,2739,3,0,4,0,0,0
2022-02-04 00:19:57 UTC,4273995776,3632208416,732,756,4,2739,3,0,4,0,0,0
2022-02-04 00:20:57 UTC,4273995776,3561991952,732,756,4,2739,3,0,4,0,0,0
2022-02-04 00:21:57 UTC,4273995776,2987108800,729,756,4,2739,3,0,4,0,0,0
2022-02-04 00:22:57 UTC,4273995776,2916815056,732,756,4,2739,3,0,4,0,0,0
